S,18,71,40,51,50,47,24,0,0,0,0,50,43,51,2,0,0,0,7,68,55,45,40,53,43,179,104
O,12,43,40,39,35,43,1,0,0,36,41,0,0,0,36,44,0,0,0,43,24,43,37,44,25,101,90
C,2,26,23,26,12,31,8,0,0,0,28,0,0,0,0,20,22,3,0,2,0,8,18,24,26,73,56
K,47,15,0,36,14,51,24,54,27,0,58,35,24,44,0,60,0,0,49,22,54,0,0,0,47,153,71
K,82,0,0,48,43,82,18,67,38,0,113,39,64,24,0,79,0,0,64,34,74,0,0,0,70,203,97
K,31,0,10,10,0,27,23,25,2,0,31,11,21,15,0,32,0,0,22,13,23,0,0,1,9,78,44
K,35,0,0,23,21,39,8,38,13,0,35,20,14,28,0,40,0,0,24,22,36,0,0,0,31,94,52
S,32,28,26,25,11,46,0,0,0,0,13,30,24,28,4,0,0,0,5,38,27,25,25,27,26,101,61
B,38,20,25,19,0,32,5,18,26,0,32,18,12,26,18,33,0,0,12,23,23,23,19,16,1,88,44
O,32,62,49,65,3,56,0,0,6,60,46,0,0,0,46,62,0,0,0,51,27,61,39,54,37,126,123
H,53,0,0,0,54,57,0,0,0,45,64,28,28,28,53,52,0,0,0,42,47,0,0,0,39,137,70
R,101,50,60,20,0,80,0,0,65,0,87,41,72,36,0,78,6,4,59,17,56,0,0,0,78,172,122
R,95,48,60,0,0,70,0,71,0,0,74,51,77,8,0,62,0,0,55,35,68,0,0,0,41,180,104
N,58,7,0,0,46,46,42,18,0,46,43,0,37,13,42,45,0,2,50,57,37,0,0,2,57,114,75
N,58,14,0,0,45,45,48,7,0,47,43,6,41,5,40,48,0,30,64,12,36,0,0,53,4,113,76
N,0,30,0,0,38,12,63,14,0,33,41,5,39,8,44,44,0,3,54,41,44,0,0,14,58,122,78
M,36,47,47,65,0,57,54,70,56,7,51,2,23,13,48,54,0,0,0,59,47,0,0,0,32,133,132
A,17,73,26,0,0,57,2,44,21,0,72,33,32,57,8,56,0,0,4,55,46,0,0,0,38,146,80
Q,14,66,56,65,29,51,0,0,0,53,47,0,0,2,44,58,0,0,48,79,36,58,40,64,39,130,134
K,67,0,0,0,11,64,0,21,46,20,70,39,57,13,0,60,0,4,54,8,64,0,0,5,42,161,60
O,5,16,19,12,4,14,6,1,9,12,17,0,0,0,16,17,3,0,4,16,10,14,14,15,6,42,41
B,10,30,20,13,0,14,14,3,27,0,15,28,21,29,6,20,7,0,8,21,22,19,17,21,5,70,44
L,56,0,0,0,0,59,0,0,0,0,56,0,0,0,0,60,0,0,0,0,62,24,21,24,18,147,73
L,56,0,0,0,0,52,0,0,0,0,52,0,0,0,0,56,0,0,0,0,58,21,24,24,20,140,59
L,44,0,0,0,0,43,0,0,0,0,42,0,0,0,0,48,0,0,0,0,48,21,18,21,15,117,64
L,63,0,0,0,0,61,0,0,0,0,57,0,0,0,0,62,0,0,0,0,64,24,21,24,23,154,77
L,51,0,0,0,0,50,0,0,0,0,52,0,0,0,0,52,0,0,0,0,56,28,24,28,27,129,65
L,53,0,0,0,0,58,0,0,0,0,50,0,0,0,0,57,0,0,0,0,58,21,21,21,24,144,72
M,49,54,43,69,0,55,49,57,14,47,52,0,0,0,57,55,0,0,0,54,47,0,0,0,36,140,107
M,62,1,64,46,0,68,75,42,59,0,52,36,0,24,32,48,0,0,0,59,56,0,0,0,54,142,115
C,23,56,43,46,46,66,0,0,0,0,50,0,0,0,0,60,0,0,0,0,22,53,36,34,44,144,105
T,60,65,112,69,60,0,0,67,0,0,0,0,65,0,0,0,0,55,8,0,0,0,61,0,0,151,143
Q,32,51,48,57,7,46,0,0,3,50,39,0,0,0,45,48,0,0,24,50,32,48,33,56,59,110,109
I,38,36,72,36,36,0,0,48,0,0,0,0,45,0,0,0,0,47,0,0,35,36,68,36,19,121,92
J,36,37,71,42,34,0,0,33,13,0,0,0,30,21,0,17,0,35,20,0,47,35,42,0,0,128,90
J,37,40,57,49,36,0,0,32,20,0,0,0,21,22,0,8,0,25,22,0,46,37,52,2,0,116,97
J,9,34,33,50,29,0,0,8,33,0,0,0,9,30,0,7,0,11,32,0,45,25,43,6,0,107,77
J,33,41,54,58,36,0,0,22,30,0,0,0,12,36,0,21,0,24,28,0,49,42,49,1,0,123,95
M,15,36,78,10,0,56,61,31,56,0,46,2,0,44,6,50,0,0,5,52,44,0,0,0,32,124,93
M,0,39,8,71,2,0,65,61,19,27,26,18,22,0,43,43,0,0,0,40,41,0,0,0,16,101,97
M,37,19,18,59,0,47,52,50,47,4,41,18,18,23,19,40,0,0,4,43,39,0,0,0,29,106,83
N,49,14,0,0,38,40,26,22,0,30,38,0,25,19,30,37,0,0,41,44,37,0,0,2,42,99,66
N,43,0,0,0,42,55,40,2,0,42,39,13,35,7,39,42,0,3,47,51,34,0,0,2,42,104,65
S,39,42,36,37,41,56,0,0,0,0,24,40,36,39,33,0,0,0,0,54,47,27,32,43,40,127,91
T,39,41,59,43,34,0,0,52,0,0,0,0,48,0,0,0,0,52,0,0,0,0,48,0,0,127,94
U,43,0,0,0,26,48,0,0,0,36,42,0,0,0,33,46,0,0,0,39,22,35,18,34,29,114,66
U,39,0,0,0,27,36,0,0,0,25,36,0,0,0,26,41,1,0,1,38,11,39,24,38,12,91,67
V,28,0,0,0,39,22,21,0,6,36,0,34,8,26,7,0,4,42,40,0,0,0,15,32,0,94,72
V,44,0,0,0,50,47,9,0,11,41,3,53,0,47,3,0,34,23,46,0,0,0,65,9,0,119,94
W,33,0,0,0,40,43,0,0,0,43,37,12,56,7,31,15,71,27,58,6,7,44,0,50,0,94,111
W,36,0,0,0,37,43,0,0,0,43,26,10,47,8,33,4,48,48,58,17,0,57,4,54,0,96,106
X,45,0,0,2,49,14,41,0,46,6,0,21,51,30,0,0,26,38,44,0,23,30,0,28,19,110,83
X,34,13,0,16,29,0,33,28,41,0,0,12,50,12,0,6,39,1,45,6,34,2,0,5,31,93,73
X,38,3,0,7,44,9,47,10,47,2,0,13,64,6,0,2,50,13,49,3,31,12,0,8,29,103,76
Y,39,3,0,18,41,6,48,38,36,0,0,15,37,0,0,0,7,44,0,0,0,1,44,0,0,124,73
S,13,36,29,32,10,48,3,0,0,0,13,27,29,30,22,0,0,0,0,32,15,28,28,28,37,89,72
K,20,29,0,15,49,28,31,38,43,0,30,62,12,59,0,41,15,0,31,31,56,5,0,0,57,142,66
W,40,0,0,0,38,34,0,0,0,39,39,1,16,2,37,38,34,51,27,20,27,29,2,54,15,92,89
D,57,33,33,23,0,44,0,0,26,28,48,3,0,0,50,23,29,0,35,31,6,60,40,16,0,122,69
R,46,35,31,52,0,54,0,0,58,0,60,37,47,45,0,53,0,0,54,9,37,0,0,3,47,138,74
O,32,53,48,54,9,48,0,0,2,51,44,0,0,0,42,47,0,0,0,45,24,48,37,44,28,108,103
D,42,25,21,10,0,44,0,1,23,29,40,0,0,2,38,44,0,1,34,16,39,23,22,10,0,107,45
K,46,0,20,46,0,52,9,56,0,0,42,60,46,18,0,24,24,0,53,15,14,36,0,0,45,129,86
G,20,70,59,65,0,65,0,0,0,0,45,0,0,0,0,67,0,0,34,76,27,61,56,56,27,124,139
W,28,0,0,0,44,45,0,0,0,43,26,20,5,5,42,0,49,68,58,13,0,58,4,38,0,98,113
X,44,0,5,49,0,19,39,52,6,0,0,52,49,1,0,10,46,10,53,11,45,3,0,1,31,118,83
M,81,6,11,106,4,60,67,63,16,45,56,27,28,0,57,59,0,0,0,58,52,0,0,0,39,139,125
M,83,6,54,67,0,49,68,48,19,38,44,17,4,0,51,50,0,0,0,51,43,0,0,0,39,120,121
O,8,56,48,49,22,55,4,0,0,0,51,0,0,0,0,61,0,0,0,0,31,52,35,33,34,127,108
C,31,67,55,65,36,67,0,0,0,42,56,0,0,0,0,69,0,0,0,0,42,62,39,54,52,144,135
A,0,9,26,12,0,2,22,7,22,3,13,18,4,13,14,25,9,13,15,24,18,0,0,0,23,61,41
C,4,48,42,45,35,54,6,0,0,0,44,0,0,0,0,53,0,0,0,0,19,51,30,30,35,116,93
C,8,48,44,40,46,59,1,0,0,0,45,0,0,0,0,57,0,0,0,0,23,48,36,30,29,117,101
A,0,12,33,9,0,1,26,4,27,0,11,15,0,18,9,24,24,20,24,26,16,0,0,0,15,58,55
R,54,31,29,34,0,45,0,0,42,6,49,28,27,57,1,48,0,0,22,32,45,0,0,0,40,119,67
A,1,34,16,0,0,16,16,26,9,0,28,7,15,29,1,29,15,13,17,17,19,0,0,1,19,68,49
B,8,40,17,0,0,24,9,29,7,0,34,11,18,35,2,30,10,9,13,21,28,0,0,0,28,80,51
A,15,38,8,0,0,30,5,31,4,0,35,15,20,29,0,31,5,8,26,10,29,0,0,3,27,82,50
R,52,25,31,40,0,41,0,2,51,0,52,26,26,50,2,46,0,0,19,33,44,0,0,0,40,119,60
R,42,25,22,42,6,44,0,1,36,14,45,25,23,43,4,42,0,0,13,35,34,0,0,0,31,103,54
T,45,44,85,44,41,0,0,60,0,0,0,0,42,11,0,0,0,11,46,0,0,0,0,52,0,143,110
